Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales Goal,Sales Left,Sales Percent,Quantity,Quantity Goal,Quantity Left,Quantity Percent,Discount,Discount Goal,Discount Left,Discount Percent,Profit,Profit Goal,Profit Left,Profit Percent
23,CA-2016-137330,12/9/16,12/13/16,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,84.476,24.136, 71.4 ,7,8.75,1.75, 80.0 ,0,0,0, -   ,15.6884,26.513396,10.824996, 59.2 
24,US-2017-156909,7/16/17,7/18/17,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,223.39436,152.02236, 31.9 ,2,2.46,0.46, 81.3 ,0.3,1.527,1.227, 19.6 ,-1.0196,-1.73332,-0.71372, 58.8 
25,CA-2015-106320,9/25/15,9/30/15,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,1075.9689,31.3389, 97.1 ,3,3.42,0.42, 87.7 ,0,0,0, -   ,240.2649,463.711257,223.446357, 51.8 
26,CA-2016-121755,1/16/16,1/20/16,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,34.944,23.296, 33.3 ,2,2.6,0.6, 76.9 ,0.2,1.55,1.35, 12.9 ,4.2224,6.75584,2.53344, 62.5 
27,CA-2016-121755,1/16/16,1/20/16,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,250.8789,160.3089, 36.1 ,3,3.18,0.18, 94.3 ,0,0,0, -   ,11.7741,18.249855,6.475755, 64.5 
28,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,8386.9296,5303.4996, 36.8 ,7,7.14,0.14, 98.0 ,0.5,2.825,2.325, 17.7 ,-1665.0522,-2747.33613,-1082.28393, 60.6 
29,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,30.48906,20.87106, 31.5 ,2,2.36,0.36, 84.7 ,0.7,4.431,3.731, 15.8 ,-7.0532,-7.970116,-0.916916, 88.5 
30,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,424.764,300.564, 29.2 ,3,3.03,0.03, 99.0 ,0.2,1.346,1.146, 14.9 ,15.525,30.58425,15.05925, 50.8 
31,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,7.86624,4.60224, 41.5 ,2,1.9,-0.1, 105.3 ,0.2,1.206,1.006, 16.6 ,1.1016,2.115072,1.013472, 52.1 
32,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,286.52928,200.22528, 30.1 ,6,7.8,1.8, 76.9 ,0.2,1.758,1.558, 11.4 ,9.7092,17.185284,7.476084, 56.5 
33,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,15.0876,8.2296, 45.5 ,6,8.76,2.76, 68.5 ,0.7,5.719,5.019, 12.2 ,-5.715,-5.715,0, 100.0 
34,US-2015-150630,9/17/15,9/21/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,57.9968,42.2368, 27.2 ,2,2.24,0.24, 89.3 ,0.2,0.98,0.78, 20.4 ,3.546,4.29066,0.74466, 82.6 
35,CA-2017-107727,10/19/17,10/23/17,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,107.5728,78.1008, 27.4 ,3,3.12,0.12, 96.2 ,0.2,1.128,0.928, 17.7 ,9.9468,17.605836,7.659036, 56.5 
36,CA-2016-117590,12/8/16,12/10/16,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,3051.17232,1953.62832, 36.0 ,7,7.84,0.84, 89.3 ,0.2,1.098,0.898, 18.2 ,123.4737,242.008452,118.534752, 51.0 
37,CA-2016-117590,12/8/16,12/10/16,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,601.398,410.478, 31.7 ,5,7.45,2.45, 67.1 ,0.6,3.588,2.988, 16.7 ,-147.963,-241.17969,-93.21669, 61.3 
38,CA-2015-117415,12/27/15,12/31/15,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,130.3272,16.9992, 87.0 ,9,10.89,1.89, 82.6 ,0.2,1.066,0.866, 18.8 ,35.415,38.60235,3.18735, 91.7 
39,CA-2015-117415,12/27/15,12/31/15,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,601.611096,69.211896, 88.5 ,3,3.57,0.57, 84.0 ,0.32,1.3888,1.0688, 23.0 ,-46.9764,-83.617992,-36.641592, 56.2 
40,CA-2015-117415,12/27/15,12/31/15,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,640.41516,428.35716, 33.1 ,3,2.7,-0.3, 111.1 ,0.3,1.209,0.909, 24.8 ,-15.147,-16.6617,-1.5147, 90.9 
41,CA-2015-117415,12/27/15,12/31/15,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,1247.12448,875.95648, 29.8 ,4,3.92,-0.08, 102.0 ,0.2,0.896,0.696, 22.3 ,41.7564,63.887292,22.130892, 65.4 
42,CA-2017-120999,9/10/17,9/15/17,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,217.80864,70.64064, 67.6 ,4,5.56,1.56, 71.9 ,0.2,1.568,1.368, 12.8 ,16.5564,15.72858,-0.82782, 105.3 
43,CA-2016-101343,7/17/16,7/22/16,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,142.5204,64.6404, 54.6 ,2,2.82,0.82, 70.9 ,0,0,0, -   ,3.894,5.6463,1.7523, 69.0 
44,CA-2017-139619,9/19/17,9/23/17,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,180.71424,85.09824, 52.9 ,2,2.1,0.1, 95.2 ,0.2,0.902,0.702, 22.2 ,9.5616,11.282688,1.721088, 84.7 
45,CA-2016-118255,3/11/16,3/13/16,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,165.528,119.548, 27.8 ,2,2.46,0.46, 81.3 ,0,0,0, -   ,19.7714,31.238812,11.467412, 63.3 
46,CA-2016-118255,3/11/16,3/13/16,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,64.2528,46.7928, 27.2 ,2,1.94,-0.06, 103.1 ,0,0,0, -   ,8.2062,14.77116,6.56496, 55.6 
47,CA-2014-146703,10/20/14,10/25/14,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,572.292,360.332, 37.0 ,4,4.12,0.12, 97.1 ,0,0,0, -   ,8.4784,10.682784,2.204384, 79.4 
48,CA-2016-169194,6/20/16,6/25/16,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,144.9,99.9, 31.1 ,3,4.44,1.44, 67.6 ,0,0,0, -   ,4.95,4.653,-0.297, 106.4 
49,CA-2016-169194,6/20/16,6/25/16,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,73.684,51.884, 29.6 ,2,2.5,0.5, 80.0 ,0,0,0, -   ,6.104,9.52224,3.41824, 64.1 
50,CA-2015-115742,4/18/15,4/22/15,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,91.728,53.508, 41.7 ,6,7.8,1.8, 76.9 ,0,0,0, -   ,17.9634,19.220838,1.257438, 93.5 
51,CA-2015-115742,4/18/15,4/22/15,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,145.0974,69.9174, 51.8 ,6,8.22,2.22, 73.0 ,0,0,0, -   ,35.3346,65.015664,29.681064, 54.3 
52,CA-2015-115742,4/18/15,4/22/15,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,7.5152,1.3552, 82.0 ,2,2.54,0.54, 78.7 ,0,0,0, -   ,2.9568,4.228224,1.271424, 69.9 
53,CA-2015-115742,4/18/15,4/22/15,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,159.2823,69.2923, 56.5 ,1,1.09,0.09, 91.7 ,0,0,0, -   ,17.0981,32.48639,15.38829, 52.6 
54,CA-2016-105816,12/11/16,12/17/16,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,31.8934,16.6334, 47.8 ,7,7.21,0.21, 97.1 ,0,0,0, -   ,6.2566,6.2566,0, 100.0 
55,CA-2016-105816,12/11/16,12/17/16,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,3646.023,2616.073, 28.2 ,5,6.3,1.3, 79.4 ,0,0,0, -   ,298.6855,376.34373,77.65823, 79.4 
56,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,569.3688,360.8088, 36.6 ,6,6.78,0.78, 88.5 ,0,0,0, -   ,52.14,58.9182,6.7782, 88.5 
57,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,46.008,13.608, 70.4 ,5,5.9,0.9, 84.7 ,0,0,0, -   ,15.552,27.68256,12.13056, 56.2 
58,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,948.6477,629.2377, 33.7 ,5,6.15,1.15, 81.3 ,0.1,0.457,0.357, 21.9 ,7.098,13.34424,6.24624, 53.2 
59,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,46.1552,31.5952, 31.5 ,2,1.88,-0.12, 106.4 ,0,0,0, -   ,6.9888,6.709248,-0.279552, 104.2 
60,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,80.7,50.7, 37.2 ,2,1.84,-0.16, 108.7 ,0,0,0, -   ,3.3,5.049,1.749, 65.4 
61,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,151.7424,103.2624, 31.9 ,4,3.64,-0.36, 109.9 ,0.2,1.186,0.986, 16.9 ,16.362,20.94336,4.58136, 78.1 
62,CA-2016-111682,6/17/16,6/18/16,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,2.6544,0.9744, 63.3 ,1,0.98,-0.02, 102.0 ,0,0,0, -   ,0.84,1.344,0.504, 62.5 
63,CA-2015-135545,11/24/15,11/30/15,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,41.1012,27.1212, 34.0 ,2,2.82,0.82, 70.9 ,0,0,0, -   ,6.1512,11.133672,4.982472, 55.2 
64,CA-2015-135545,11/24/15,11/30/15,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,90.12576,64.30176, 28.7 ,6,6.36,0.36, 94.3 ,0.2,1.778,1.578, 11.2 ,9.3612,15.91404,6.55284, 58.8 
65,CA-2015-135545,11/24/15,11/30/15,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,567.8451,421.1151, 25.8 ,3,3.78,0.78, 79.4 ,0,0,0, -   ,68.9631,95.169078,26.205978, 72.5 
66,CA-2015-135545,11/24/15,11/30/15,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,308.6712,228.9112, 25.8 ,4,4.12,0.12, 97.1 ,0,0,0, -   ,22.3328,33.722528,11.389728, 66.2 
67,US-2015-164175,4/30/15,5/5/15,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,841.80425,628.68925, 25.3 ,5,7.35,2.35, 68.0 ,0.3,1.914,1.614, 15.7 ,-15.2225,-26.7916,-11.5691, 56.8 
68,CA-2014-106376,12/5/14,12/10/14,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,2782.56,1669.536, 40.0 ,8,9.68,1.68, 82.6 ,0.2,1.746,1.546, 11.5 ,111.3024,201.457344,90.154944, 55.2 
69,CA-2014-106376,12/5/14,12/10/14,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,357.77184,189.80384, 46.9 ,4,5.48,1.48, 73.0 ,0.2,0.968,0.768, 20.7 ,62.988,87.55332,24.56532, 71.9 
70,CA-2016-119823,6/4/16,6/6/16,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,103.9556,28.0756, 73.0 ,2,2.5,0.5, 80.0 ,0,0,0, -   ,35.6636,52.068856,16.405256, 68.5 
71,CA-2016-106075,9/18/16,9/23/16,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,13.94032,9.32432, 33.1 ,1,1.19,0.19, 84.0 ,0.2,1.28,1.08, 15.6 ,1.731,3.34083,1.60983, 51.8 
72,CA-2017-114440,9/14/17,9/17/17,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,51.6255,32.5755, 36.9 ,3,3.72,0.72, 80.6 ,0,0,0, -   ,8.763,16.73733,7.97433, 52.4 
73,US-2015-134026,4/26/15,5/2/15,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,2936.73408,2104.79808, 28.3 ,8,11.2,3.2, 71.4 ,0.2,1.158,0.958, 17.3 ,-114.3912,-187.601568,-73.210368, 61.0 
